📺央视频道,#genre#
CCTV-1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV-1,http://39.134.65.175/PLTV/88888888/224/3221225816/1.m3u8
CCTV-1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?
CCTV-1,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Epd7QgO4HFWH0z34SUb2Vs%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192714%2C%2C%2C20240420192714%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV-1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8
CCTV-1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8
CCTV-1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?
CCTV-1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8
CCTV-1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8?
CCTV-1,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000001/index.m3u8?
CCTV-1,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000501/index.m3u8?
CCTV-1,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv16
CCTV-1,http://58.32.43.246:4022/udp/239.45.3.145:5140
CCTV-1,http://rihou.cc:567/dd.php?id=cctv1
CCTV-1,http://bjlive.outside.live.pthv.gitv.tv/live/CCTV1hd-8M/live.m3u8
CCTV-1,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265001
CCTV-1,http://720520.xyz:13579/rtp/225.1.4.73:1102?Cf=cfss.cc
CCTV-1,http://8.138.7.223/tv/mgitv.php?id=1
CCTV-1,http://8.138.7.223/tv/mgitv.php?id=2
CCTV-1,http://8.138.7.223/tv/mgitv.php?id=3
CCTV-1,http://8.138.7.223/tv/mgitv.php?id=4
CCTV-1,http://8.138.7.223/tv/mgitv.php?id=5
CCTV-1,http://8.138.7.223/tv/mgitv.php?id=6
CCTV-1,http://8.138.7.223/tv/mgitv.php?id=7
CCTV-1,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000001
CCTV-1,http://221.221.153.193:8888/rtp/239.3.1.129:8008
CCTV-1,http://115.171.216.56:4000/udp/225.1.8.1:8008
CCTV-1,http://115.171.216.56:4000/udp/225.1.8.101:8080
CCTV-1,http://111.167.49.238:5002/udp/225.1.1.120:5002
CCTV-1,http://123.144.180.82:55555/udp/225.0.4.74:7980
CCTV-1,http://iptvcyp.top:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://222.70.243.41:23456/udp/239.45.3.145:5140
CCTV-1,http://1.82.144.44:4022/rtp/239.112.205.59:5140
CCTV-1,http://60.189.43.82:9999/rtp/233.50.201.118:5140
CCTV-1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8
CCTV-1,http://14.29.76.30:9901/tsfile/live/1000_1.m3u8
CCTV-1,http://202.103.213.43:8888/udp/239.81.0.13:4056
CCTV-1,http://223.10.21.36:8083/udp/239.1.1.7:8007
CCTV-1,http://121.24.98.127:8090/hls/9/index.m3u8
CCTV-1,http://www.furymax.top:85/rtp/239.254.96.96:8550
CCTV-1,http://116.117.107.53:8096/tsfile/live/0001_1.m3u8
